index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original,trace_chunk
660,"bucket0$530,:3,:6001",2014-05-04T07:26:10.920000,MQ,LAM,14.81292,-61.16314,1240.0,3054.0,3151.0,3054,100.0,ZNE,train,"bucket1$530,:3,:6001",
661,"bucket1$70,:3,:6001",2014-05-04T07:26:01.449900,MQ,GBM,14.799451,-61.159276,800.0,4002.0,,4002,100.0,ZNE,test,"bucket0$70,:3,:6001",
662,"bucket1$71,:3,:6001",2014-05-04T07:26:19.370000,MQ,IA2,14.80307,-61.20515,289.0,2212.0,2317.0,2212,100.0,ZNE,test,"bucket0$71,:3,:6001",
663,"bucket0$531,:3,:6001",2014-05-04T13:21:45.859900,MQ,CPM,14.8168,-61.2074,242.0,2209.0,,2209,100.0,ZNE,train,"bucket1$531,:3,:6001",
664,"bucket0$532,:3,:6001",2014-05-04T13:21:56.299900,MQ,BAM,14.8171,-61.1445,670.0,1297.0,,1297,100.0,ZNE,train,"bucket1$532,:3,:6001",
665,"bucket0$533,:3,:6001",2014-05-04T13:21:18.700000,MQ,IA2,14.80307,-61.20515,289.0,5094.0,5245.0,5094,100.0,ZNE,train,"bucket1$533,:3,:6001",
666,"bucket0$534,:3,:6001",2014-05-04T13:21:56.109900,MQ,GBM,14.799451,-61.159276,800.0,1353.0,,1353,100.0,ZNE,train,"bucket1$534,:3,:6001",
667,"bucket1$72,:3,:6001",2014-05-04T13:21:48.650000,MQ,LAM,14.81292,-61.16314,1240.0,2104.0,2241.0,2104,100.0,ZNE,test,"bucket0$72,:3,:6001",
668,"bucket0$535,:3,:6001",2014-05-04T13:21:33.829900,MQ,MLM,14.7846,-61.1786,370.0,3631.0,,3631,100.0,ZNE,train,"bucket1$535,:3,:6001",
669,"bucket1$73,:3,:6001",2014-05-05T01:08:02.399900,MQ,GBM,14.799451,-61.159276,800.0,1640.0,,1640,100.0,ZNE,test,"bucket0$73,:3,:6001",
670,"bucket0$536,:3,:6001",2014-05-05T01:07:45.070000,MQ,LAM,14.81292,-61.16314,1240.0,3376.0,3470.0,3376,100.0,ZNE,train,"bucket1$536,:3,:6001",
671,"bucket0$537,:3,:6001",2014-05-05T01:07:33.780000,MQ,IA2,14.80307,-61.20515,289.0,4583.0,4733.0,4583,100.0,ZNE,train,"bucket1$537,:3,:6001",
672,"bucket1$74,:3,:6001",2014-05-05T01:08:03.979900,MQ,BAM,14.8171,-61.1445,670.0,1593.0,,1593,100.0,ZNE,test,"bucket0$74,:3,:6001",
673,"bucket0$538,:3,:6001",2014-05-05T15:03:50.919900,MQ,BAM,14.8171,-61.1445,670.0,760.0,,760,100.0,ZNE,train,"bucket1$538,:3,:6001",
674,"bucket0$539,:3,:6001",2014-05-05T15:03:24.849900,MQ,GBM,14.799451,-61.159276,800.0,3386.0,,3386,100.0,ZNE,train,"bucket1$539,:3,:6001",
675,"bucket0$540,:3,:6001",2014-05-05T15:03:40.190000,MQ,LAM,14.81292,-61.16314,1240.0,1859.0,1889.0,1859,100.0,ZNE,train,"bucket1$540,:3,:6001",
676,"bucket0$541,:3,:6001",2014-05-05T15:03:23.460000,MQ,IA2,14.80307,-61.20515,289.0,3589.0,3689.0,3589,100.0,ZNE,train,"bucket1$541,:3,:6001",
677,"bucket0$542,:3,:6001",2014-05-05T15:03:31.359900,MQ,CPM,14.8168,-61.2074,242.0,2819.0,,2819,100.0,ZNE,train,"bucket1$542,:3,:6001",
678,"bucket3$60,:3,:6001",2014-05-05T15:03:28.100000,WI,SAM,14.84108,-61.1638,485.0,3201.0,3268.0,3201,100.0,ZNE,dev,"bucket2$60,:3,:6001",
679,"bucket0$543,:3,:6001",2014-05-05T15:38:06.579900,MQ,GBM,14.799451,-61.159276,800.0,2103.0,,2103,100.0,ZNE,train,"bucket1$543,:3,:6001",
680,"bucket0$544,:3,:6001",2014-05-05T15:37:57.040000,MQ,LAM,14.81292,-61.16314,1240.0,3061.0,3120.0,3061,100.0,ZNE,train,"bucket1$544,:3,:6001",
681,"bucket0$545,:3,:6001",2014-05-05T15:38:19.319900,MQ,BAM,14.8171,-61.1445,670.0,873.0,,873,100.0,ZNE,train,"bucket1$545,:3,:6001",
682,"bucket0$546,:3,:6001",2014-05-05T17:06:06.319900,MQ,GBM,14.799451,-61.159276,800.0,2492.0,,2492,100.0,ZNE,train,"bucket1$546,:3,:6001",
683,"bucket0$547,:3,:6001",2014-05-05T17:05:39.520000,MQ,LAM,14.81292,-61.16314,1240.0,5177.0,5217.0,5177,100.0,ZNE,train,"bucket1$547,:3,:6001",
684,"bucket1$75,:3,:6001",2014-05-05T17:06:21.089900,MQ,BAM,14.8171,-61.1445,670.0,1060.0,,1060,100.0,ZNE,test,"bucket0$75,:3,:6001",
685,"bucket0$548,:3,:6001",2014-05-05T17:12:51.609900,MQ,GBM,14.799451,-61.159276,800.0,4969.0,,4969,100.0,ZNE,train,"bucket1$548,:3,:6001",
686,"bucket1$76,:3,:6001",2014-05-05T17:13:11.170000,MQ,LAM,14.81292,-61.16314,1240.0,3018.0,3105.0,3018,100.0,ZNE,test,"bucket0$76,:3,:6001",
687,"bucket0$549,:3,:6001",2014-05-05T17:13:32.719900,MQ,BAM,14.8171,-61.1445,670.0,898.0,,898,100.0,ZNE,train,"bucket1$549,:3,:6001",
688,"bucket0$550,:3,:6001",2014-05-05T18:01:22.249900,MQ,GBM,14.799451,-61.159276,800.0,1549.0,,1549,100.0,ZNE,train,"bucket1$550,:3,:6001",
689,"bucket0$551,:3,:6001",2014-05-05T18:01:17.399900,MQ,MLM,14.7846,-61.1786,370.0,2038.0,,2038,100.0,ZNE,train,"bucket1$551,:3,:6001",
690,"bucket0$552,:3,:6001",2014-05-05T18:00:46.889900,MQ,BAM,14.8171,-61.1445,670.0,5090.0,,5090,100.0,ZNE,train,"bucket1$552,:3,:6001",
691,"bucket0$553,:3,:6001",2014-05-05T18:01:14.450000,MQ,IA2,14.80307,-61.20515,289.0,2336.0,2369.0,2336,100.0,ZNE,train,"bucket1$553,:3,:6001",
692,"bucket0$554,:3,:6001",2014-05-05T18:00:53.740000,MQ,LAM,14.81292,-61.16314,1240.0,4425.0,4532.0,4425,100.0,ZNE,train,"bucket1$554,:3,:6001",
693,"bucket0$555,:3,:6001",2014-05-05T18:01:53.730000,MQ,LAM,14.81292,-61.16314,1240.0,4887.0,,4887,100.0,ZNE,train,"bucket1$555,:3,:6001",
694,"bucket0$556,:3,:6001",2014-05-05T18:02:33.939900,MQ,MLM,14.7846,-61.1786,370.0,888.0,,888,100.0,ZNE,train,"bucket1$556,:3,:6001",
695,"bucket3$61,:3,:6001",2014-05-05T18:02:00.569900,MQ,CPM,14.8168,-61.2074,242.0,4283.0,,4283,100.0,ZNE,dev,"bucket2$61,:3,:6001",
696,"bucket0$557,:3,:6001",2014-05-05T18:01:50.949900,MQ,GBM,14.799451,-61.159276,800.0,5253.0,,5253,100.0,ZNE,train,"bucket1$557,:3,:6001",
697,"bucket3$62,:3,:6001",2014-05-05T18:02:04.369900,MQ,BAM,14.8171,-61.1445,670.0,3926.0,,3926,100.0,ZNE,dev,"bucket2$62,:3,:6001",
698,"bucket0$558,:3,:6001",2014-05-05T18:02:28.560000,MQ,IA2,14.80307,-61.20515,289.0,,1578.0,1578,100.0,ZNE,train,"bucket1$558,:3,:6001",
699,"bucket0$559,:3,:6001",2014-05-06T00:02:36.699900,MQ,GBM,14.799451,-61.159276,800.0,3871.0,,3871,100.0,ZNE,train,"bucket1$559,:3,:6001",
700,"bucket0$560,:3,:6001",2014-05-06T00:02:53.950000,MQ,LAM,14.81292,-61.16314,1240.0,2152.0,2216.0,2152,100.0,ZNE,train,"bucket1$560,:3,:6001",
701,"bucket0$561,:3,:6001",2014-05-06T00:02:38.429900,MQ,CPM,14.8168,-61.2074,242.0,3733.0,,3733,100.0,ZNE,train,"bucket1$561,:3,:6001",
702,"bucket0$562,:3,:6001",2014-05-06T00:02:52.089900,MQ,BAM,14.8171,-61.1445,670.0,2370.0,,2370,100.0,ZNE,train,"bucket1$562,:3,:6001",
703,"bucket0$563,:3,:6001",2014-05-06T00:02:45.369900,MQ,MLM,14.7846,-61.1786,370.0,3053.0,,3053,100.0,ZNE,train,"bucket1$563,:3,:6001",
704,"bucket0$564,:3,:6001",2014-05-06T00:02:43.100000,MQ,IA2,14.80307,-61.20515,289.0,3290.0,3384.0,3290,100.0,ZNE,train,"bucket1$564,:3,:6001",
705,"bucket0$565,:3,:6001",2014-05-06T00:02:51.760000,WI,SAM,14.84108,-61.1638,485.0,2488.0,2536.0,2488,100.0,ZNE,train,"bucket1$565,:3,:6001",
706,"bucket1$77,:3,:6001",2014-05-06T12:13:12.709900,MQ,GBM,14.799451,-61.159276,800.0,2116.0,,2116,100.0,ZNE,test,"bucket0$77,:3,:6001",
707,"bucket3$63,:3,:6001",2014-05-06T12:12:54.650000,MQ,IA2,14.80307,-61.20515,289.0,3925.0,4102.0,3925,100.0,ZNE,dev,"bucket2$63,:3,:6001",
708,"bucket0$566,:3,:6001",2014-05-06T12:13:13.190000,MQ,LAM,14.81292,-61.16314,1240.0,2092.0,2227.0,2092,100.0,ZNE,train,"bucket1$566,:3,:6001",
709,"bucket0$567,:3,:6001",2014-05-06T12:13:22.889900,MQ,BAM,14.8171,-61.1445,670.0,1131.0,,1131,100.0,ZNE,train,"bucket1$567,:3,:6001",
710,"bucket0$568,:3,:6001",2014-05-06T12:28:44.160000,MQ,LAM,14.81292,-61.16314,1240.0,848.0,911.0,848,100.0,ZNE,train,"bucket1$568,:3,:6001",
711,"bucket0$569,:3,:6001",2014-05-06T12:28:28.209900,MQ,GBM,14.799451,-61.159276,800.0,2456.0,,2456,100.0,ZNE,train,"bucket1$569,:3,:6001",
712,"bucket0$570,:3,:6001",2014-05-06T12:28:09.699900,MQ,BAM,14.8171,-61.1445,670.0,4344.0,,4344,100.0,ZNE,train,"bucket1$570,:3,:6001",
713,"bucket0$571,:3,:6001",2014-05-06T12:32:45.960000,MQ,LAM,14.81292,-61.16314,1240.0,830.0,885.0,830,100.0,ZNE,train,"bucket1$571,:3,:6001",
714,"bucket0$572,:3,:6001",2014-05-06T12:32:37.859900,MQ,BAM,14.8171,-61.1445,670.0,1677.0,,1677,100.0,ZNE,train,"bucket1$572,:3,:6001",
715,"bucket0$573,:3,:6001",2014-05-06T12:32:09.099900,MQ,GBM,14.799451,-61.159276,800.0,4560.0,,4560,100.0,ZNE,train,"bucket1$573,:3,:6001",
716,"bucket1$78,:3,:6001",2014-05-06T12:32:13.710000,MQ,IA2,14.80307,-61.20515,289.0,,4211.0,4211,100.0,ZNE,test,"bucket0$78,:3,:6001",
717,"bucket0$574,:3,:6001",2014-05-06T20:22:11.979900,MQ,GBM,14.799451,-61.159276,800.0,922.0,,922,100.0,ZNE,train,"bucket1$574,:3,:6001",
718,"bucket0$575,:3,:6001",2014-05-06T20:21:46.850000,MQ,LAM,14.81292,-61.16314,1240.0,3440.0,3464.0,3440,100.0,ZNE,train,"bucket1$575,:3,:6001",
719,"bucket0$576,:3,:6001",2014-05-06T20:22:10.179900,MQ,BAM,14.8171,-61.1445,670.0,1136.0,,1136,100.0,ZNE,train,"bucket1$576,:3,:6001",
720,"bucket0$577,:3,:6001",2014-05-06T20:21:42.040000,MQ,IA2,14.80307,-61.20515,289.0,3979.0,4077.0,3979,100.0,ZNE,train,"bucket1$577,:3,:6001",
721,"bucket0$578,:3,:6001",2014-05-06T21:01:00.729900,MQ,GBM,14.799451,-61.159276,800.0,4889.0,,4889,100.0,ZNE,train,"bucket1$578,:3,:6001",
722,"bucket0$579,:3,:6001",2014-05-06T21:01:03.690000,MQ,LAM,14.81292,-61.16314,1240.0,4601.0,4660.0,4601,100.0,ZNE,train,"bucket1$579,:3,:6001",
723,"bucket0$580,:3,:6001",2014-05-06T21:01:04.159900,MQ,BAM,14.8171,-61.1445,670.0,4580.0,,4580,100.0,ZNE,train,"bucket1$580,:3,:6001",
724,"bucket0$581,:3,:6001",2014-05-06T21:01:41.230000,MQ,IA2,14.80307,-61.20515,289.0,899.0,999.0,899,100.0,ZNE,train,"bucket1$581,:3,:6001",
725,"bucket0$582,:3,:6001",2014-05-06T21:01:01.010000,WI,SAM,14.84108,-61.1638,485.0,4970.0,4997.0,4970,100.0,ZNE,train,"bucket1$582,:3,:6001",
726,"bucket1$79,:3,:6001",2014-05-07T10:02:52.399900,MQ,GBM,14.799451,-61.159276,800.0,4293.0,,4293,100.0,ZNE,test,"bucket0$79,:3,:6001",
727,"bucket0$583,:3,:6001",2014-05-07T10:03:25.520000,MQ,LAM,14.81292,-61.16314,1240.0,1083.0,1180.0,1083,100.0,ZNE,train,"bucket1$583,:3,:6001",
728,"bucket0$584,:3,:6001",2014-05-07T10:02:48.620000,MQ,IA2,14.80307,-61.20515,289.0,4719.0,4983.0,4719,100.0,ZNE,train,"bucket1$584,:3,:6001",
729,"bucket0$585,:3,:6001",2014-05-07T10:03:28.289900,MQ,BAM,14.8171,-61.1445,670.0,835.0,,835,100.0,ZNE,train,"bucket1$585,:3,:6001",
730,"bucket0$586,:3,:6001",2014-05-07T16:59:53.009900,MQ,BAM,14.8171,-61.1445,670.0,1922.0,,1922,100.0,ZNE,train,"bucket1$586,:3,:6001",
731,"bucket0$587,:3,:6001",2014-05-07T17:00:06.109900,MQ,GBM,14.799451,-61.159276,800.0,637.0,,637,100.0,ZNE,train,"bucket1$587,:3,:6001",
732,"bucket0$588,:3,:6001",2014-05-07T16:59:49.870000,MQ,LAM,14.81292,-61.16314,1240.0,2310.0,2345.0,2310,100.0,ZNE,train,"bucket1$588,:3,:6001",
733,"bucket0$589,:3,:6001",2014-05-07T16:59:41.450000,MQ,IA2,14.80307,-61.20515,289.0,,3317.0,3317,100.0,ZNE,train,"bucket1$589,:3,:6001",
734,"bucket0$590,:3,:6001",2014-05-09T07:02:57.539900,MQ,BAM,14.8171,-61.1445,670.0,3329.0,,3329,100.0,ZNE,train,"bucket1$590,:3,:6001",
735,"bucket0$591,:3,:6001",2014-05-09T07:02:56.529900,MQ,GBM,14.799451,-61.159276,800.0,3432.0,,3432,100.0,ZNE,train,"bucket1$591,:3,:6001",
736,"bucket0$592,:3,:6001",2014-05-09T07:03:22.120000,MQ,LAM,14.81292,-61.16314,1240.0,902.0,987.0,902,100.0,ZNE,train,"bucket1$592,:3,:6001",
737,"bucket0$593,:3,:6001",2014-05-09T07:02:59.250000,MQ,IA2,14.80307,-61.20515,289.0,3207.0,3327.0,3207,100.0,ZNE,train,"bucket1$593,:3,:6001",
738,"bucket0$594,:3,:6001",2014-05-10T02:03:10.190000,MQ,LAM,14.81292,-61.16314,1240.0,4342.0,4525.0,4342,100.0,ZNE,train,"bucket1$594,:3,:6001",
739,"bucket0$595,:3,:6001",2014-05-10T02:03:28.169900,MQ,GBM,14.799451,-61.159276,800.0,2545.0,,2545,100.0,ZNE,train,"bucket1$595,:3,:6001",
740,"bucket0$596,:3,:6001",2014-05-10T02:03:03.729900,MQ,BAM,14.8171,-61.1445,670.0,5020.0,,5020,100.0,ZNE,train,"bucket1$596,:3,:6001",
741,"bucket0$597,:3,:6001",2014-05-10T02:03:43.870000,MQ,IA2,14.80307,-61.20515,289.0,1032.0,1149.0,1032,100.0,ZNE,train,"bucket1$597,:3,:6001",
742,"bucket0$598,:3,:6001",2014-05-10T02:03:25.640000,WI,SAM,14.84108,-61.1638,485.0,2874.0,3051.0,2874,100.0,ZNE,train,"bucket1$598,:3,:6001",
743,"bucket3$64,:3,:6001",2014-05-10T05:56:00.209900,MQ,GBM,14.799451,-61.159276,800.0,3391.0,,3391,100.0,ZNE,dev,"bucket2$64,:3,:6001",
744,"bucket0$599,:3,:6001",2014-05-10T05:55:48.890000,MQ,LAM,14.81292,-61.16314,1240.0,4525.0,4581.0,4525,100.0,ZNE,train,"bucket1$599,:3,:6001",
745,"bucket0$600,:3,:6001",2014-05-10T05:56:27.989900,MQ,BAM,14.8171,-61.1445,670.0,656.0,,656,100.0,ZNE,train,"bucket1$600,:3,:6001",
746,"bucket0$601,:3,:6001",2014-05-10T05:56:01.490000,MQ,IA2,14.80307,-61.20515,289.0,,3426.0,3426,100.0,ZNE,train,"bucket1$601,:3,:6001",
747,"bucket0$602,:3,:6001",2014-05-13T01:29:43.330000,MQ,IA2,14.80307,-61.20515,289.0,3014.0,3145.0,3014,100.0,ZNE,train,"bucket1$602,:3,:6001",
748,"bucket3$65,:3,:6001",2014-05-13T01:29:35.190000,MQ,LAM,14.81292,-61.16314,1240.0,3840.0,3877.0,3840,100.0,ZNE,dev,"bucket2$65,:3,:6001",
749,"bucket0$603,:3,:6001",2014-05-13T01:29:20.479900,MQ,GBM,14.799451,-61.159276,800.0,5316.0,,5316,100.0,ZNE,train,"bucket1$603,:3,:6001",
750,"bucket0$604,:3,:6001",2014-05-13T01:29:52.739900,MQ,BAM,14.8171,-61.1445,670.0,2119.0,,2119,100.0,ZNE,train,"bucket1$604,:3,:6001",
751,"bucket0$605,:3,:6001",2014-05-15T02:02:21.489900,MQ,GBM,14.799451,-61.159276,800.0,4108.0,,4108,100.0,ZNE,train,"bucket1$605,:3,:6001",
752,"bucket0$606,:3,:6001",2014-05-15T02:02:13,MQ,IA2,14.80307,-61.20515,289.0,5001.0,5110.0,5001,100.0,ZNE,train,"bucket1$606,:3,:6001",
753,"bucket0$607,:3,:6001",2014-05-15T02:02:24.459900,MQ,BAM,14.8171,-61.1445,670.0,3884.0,,3884,100.0,ZNE,train,"bucket1$607,:3,:6001",
754,"bucket1$80,:3,:6001",2014-05-15T08:04:51.419900,MQ,GBM,14.799451,-61.159276,800.0,1313.0,,1313,100.0,ZNE,test,"bucket0$80,:3,:6001",
755,"bucket1$81,:3,:6001",2014-05-15T08:04:18.480000,MQ,IA2,14.80307,-61.20515,289.0,4615.0,4716.0,4615,100.0,ZNE,test,"bucket0$81,:3,:6001",
756,"bucket0$608,:3,:6001",2014-05-15T08:04:24.809900,MQ,CPM,14.8168,-61.2074,242.0,4016.0,,4016,100.0,ZNE,train,"bucket1$608,:3,:6001",
757,"bucket0$609,:3,:6001",2014-05-15T08:04:34.699900,MQ,BAM,14.8171,-61.1445,670.0,3028.0,,3028,100.0,ZNE,train,"bucket1$609,:3,:6001",
758,"bucket3$66,:3,:6001",2014-05-17T00:57:11.389900,MQ,GBM,14.799451,-61.159276,800.0,1029.0,,1029,100.0,ZNE,dev,"bucket2$66,:3,:6001",
759,"bucket0$610,:3,:6001",2014-05-17T00:56:40.820000,MQ,LAM,14.81292,-61.16314,1240.0,4100.0,4285.0,4100,100.0,ZNE,train,"bucket1$610,:3,:6001",
760,"bucket0$611,:3,:6001",2014-05-17T00:56:39.269900,MQ,BAM,14.8171,-61.1445,670.0,4258.0,,4258,100.0,ZNE,train,"bucket1$611,:3,:6001",
761,"bucket0$612,:3,:6001",2014-05-17T00:56:33.840000,MQ,IA2,14.80307,-61.20515,289.0,,5059.0,5059,100.0,ZNE,train,"bucket1$612,:3,:6001",
762,"bucket1$82,:3,:6001",2014-05-17T06:00:59.010000,MQ,LAM,14.81292,-61.16314,1240.0,4840.0,5092.0,4840,100.0,ZNE,test,"bucket0$82,:3,:6001",
763,"bucket3$67,:3,:6001",2014-05-17T06:01:04.509900,MQ,GBM,14.799451,-61.159276,800.0,4310.0,,4310,100.0,ZNE,dev,"bucket2$67,:3,:6001",
764,"bucket0$613,:3,:6001",2014-05-17T06:01:10.969900,MQ,BAM,14.8171,-61.1445,670.0,3736.0,,3736,100.0,ZNE,train,"bucket1$613,:3,:6001",
765,"bucket1$83,:3,:6001",2014-05-17T06:01:22.310000,MQ,IA2,14.80307,-61.20515,289.0,,2900.0,2900,100.0,ZNE,test,"bucket0$83,:3,:6001",
766,"bucket0$614,:3,:6001",2014-05-17T22:08:22.980000,MQ,LAM,14.81292,-61.16314,1240.0,3187.0,3242.0,3187,100.0,ZNE,train,"bucket1$614,:3,:6001",
767,"bucket1$84,:3,:6001",2014-05-17T22:08:41.989900,MQ,GBM,14.799451,-61.159276,800.0,1310.0,,1310,100.0,ZNE,test,"bucket0$84,:3,:6001",
768,"bucket3$68,:3,:6001",2014-05-17T22:08:18.889900,MQ,BAM,14.8171,-61.1445,670.0,3626.0,,3626,100.0,ZNE,dev,"bucket2$68,:3,:6001",
769,"bucket0$615,:3,:6001",2014-05-18T05:27:48.369900,MQ,GBM,14.799451,-61.159276,800.0,5144.0,,5144,100.0,ZNE,train,"bucket1$615,:3,:6001",
770,"bucket0$616,:3,:6001",2014-05-18T05:27:52.250000,MQ,LAM,14.81292,-61.16314,1240.0,4761.0,4801.0,4761,100.0,ZNE,train,"bucket1$616,:3,:6001",
771,"bucket3$69,:3,:6001",2014-05-18T05:28:01.439900,MQ,BAM,14.8171,-61.1445,670.0,3892.0,,3892,100.0,ZNE,dev,"bucket2$69,:3,:6001",
772,"bucket0$617,:3,:6001",2014-05-18T05:28:00.030000,MQ,IA2,14.80307,-61.20515,289.0,,4143.0,4143,100.0,ZNE,train,"bucket1$617,:3,:6001",
773,"bucket0$618,:3,:6001",2014-05-19T21:12:15.070000,MQ,LAM,14.81292,-61.16314,1240.0,2966.0,3119.0,2966,100.0,ZNE,train,"bucket1$618,:3,:6001",
774,"bucket0$619,:3,:6001",2014-05-19T21:12:04.689900,MQ,GBM,14.799451,-61.159276,800.0,4027.0,,4027,100.0,ZNE,train,"bucket1$619,:3,:6001",
775,"bucket0$620,:3,:6001",2014-05-19T21:12:11.339900,MQ,BAM,14.8171,-61.1445,670.0,3383.0,,3383,100.0,ZNE,train,"bucket1$620,:3,:6001",
776,"bucket0$621,:3,:6001",2014-05-19T21:12:23.780000,MQ,IA2,14.80307,-61.20515,289.0,2145.0,2260.0,2145,100.0,ZNE,train,"bucket1$621,:3,:6001",
777,"bucket0$622,:3,:6001",2014-05-19T21:12:36.869900,MQ,CPM,14.8168,-61.2074,242.0,945.0,,945,100.0,ZNE,train,"bucket1$622,:3,:6001",
778,"bucket0$623,:3,:6001",2014-05-19T22:15:45,MQ,LAM,14.81292,-61.16314,1240.0,3644.0,,3644,100.0,ZNE,train,"bucket1$623,:3,:6001",
779,"bucket1$85,:3,:6001",2014-05-19T22:16:14.919900,MQ,GBM,14.799451,-61.159276,800.0,687.0,,687,100.0,ZNE,test,"bucket0$85,:3,:6001",
780,"bucket3$70,:3,:6001",2014-05-19T22:16:14.049900,MQ,BAM,14.8171,-61.1445,670.0,787.0,,787,100.0,ZNE,dev,"bucket2$70,:3,:6001",
781,"bucket0$624,:3,:6001",2014-05-19T22:15:44.890000,MQ,IA2,14.80307,-61.20515,289.0,3713.0,3818.0,3713,100.0,ZNE,train,"bucket1$624,:3,:6001",
782,"bucket0$625,:3,:6001",2014-05-19T22:15:53.460000,WI,SAM,14.84108,-61.1638,485.0,,2961.0,2961,100.0,ZNE,train,"bucket1$625,:3,:6001",
783,"bucket0$626,:3,:6001",2014-05-19T23:25:56.579900,MQ,GBM,14.799451,-61.159276,800.0,4483.0,,4483,100.0,ZNE,train,"bucket1$626,:3,:6001",
784,"bucket1$86,:3,:6001",2014-05-19T23:26:06.900000,MQ,LAM,14.81292,-61.16314,1240.0,3454.0,3521.0,3454,100.0,ZNE,test,"bucket0$86,:3,:6001",
785,"bucket0$627,:3,:6001",2014-05-19T23:26:31.480000,WI,SAM,14.84108,-61.1638,485.0,1042.0,1169.0,1042,100.0,ZNE,train,"bucket1$627,:3,:6001",
786,"bucket0$628,:3,:6001",2014-05-19T23:26:23.399900,MQ,MLM,14.7846,-61.1786,370.0,1855.0,,1855,100.0,ZNE,train,"bucket1$628,:3,:6001",
787,"bucket0$629,:3,:6001",2014-05-19T23:26:02.079900,MQ,BAM,14.8171,-61.1445,670.0,3990.0,,3990,100.0,ZNE,train,"bucket1$629,:3,:6001",
788,"bucket0$630,:3,:6001",2014-05-19T23:26:06.080000,MQ,IA2,14.80307,-61.20515,289.0,3608.0,3701.0,3608,100.0,ZNE,train,"bucket1$630,:3,:6001",
789,"bucket0$631,:3,:6001",2014-05-19T23:26:16.609900,MQ,CPM,14.8168,-61.2074,242.0,2556.0,,2556,100.0,ZNE,train,"bucket1$631,:3,:6001",
790,"bucket0$632,:3,:6001",2014-05-19T23:35:25.579900,MQ,GBM,14.799451,-61.159276,800.0,938.0,,938,100.0,ZNE,train,"bucket1$632,:3,:6001",
791,"bucket0$633,:3,:6001",2014-05-19T23:35:20.179900,MQ,BAM,14.8171,-61.1445,670.0,1595.0,,1595,100.0,ZNE,train,"bucket1$633,:3,:6001",
792,"bucket0$634,:3,:6001",2014-05-19T23:35:17.350000,MQ,LAM,14.81292,-61.16314,1240.0,1885.0,1953.0,1885,100.0,ZNE,train,"bucket1$634,:3,:6001",
793,"bucket1$87,:3,:6001",2014-05-19T23:35:18.010000,MQ,IA2,14.80307,-61.20515,289.0,,1981.0,1981,100.0,ZNE,test,"bucket0$87,:3,:6001",
794,"bucket1$88,:3,:6001",2014-05-20T03:14:50.440000,MQ,LAM,14.81292,-61.16314,1240.0,4319.0,4392.0,4319,100.0,ZNE,test,"bucket0$88,:3,:6001",
795,"bucket0$635,:3,:6001",2014-05-20T03:14:57.379900,MQ,GBM,14.799451,-61.159276,800.0,3650.0,,3650,100.0,ZNE,train,"bucket1$635,:3,:6001",
796,"bucket1$89,:3,:6001",2014-05-20T03:14:47.969900,MQ,BAM,14.8171,-61.1445,670.0,4635.0,,4635,100.0,ZNE,test,"bucket0$89,:3,:6001",
797,"bucket0$636,:3,:6001",2014-05-20T03:14:42.709900,MQ,MLM,14.7846,-61.1786,370.0,5171.0,,5171,100.0,ZNE,train,"bucket1$636,:3,:6001",
798,"bucket1$90,:3,:6001",2014-05-20T03:14:57.480000,MQ,IA2,14.80307,-61.20515,289.0,3709.0,3779.0,3709,100.0,ZNE,test,"bucket0$90,:3,:6001",
799,"bucket3$71,:3,:6001",2014-05-20T03:14:48.549900,MQ,CPM,14.8168,-61.2074,242.0,4608.0,,4608,100.0,ZNE,dev,"bucket2$71,:3,:6001",
800,"bucket0$637,:3,:6001",2014-05-20T03:44:07.410000,MQ,IA2,14.80307,-61.20515,289.0,3708.0,3869.0,3708,100.0,ZNE,train,"bucket1$637,:3,:6001",
801,"bucket0$638,:3,:6001",2014-05-20T03:44:17.690000,MQ,LAM,14.81292,-61.16314,1240.0,2703.0,2783.0,2703,100.0,ZNE,train,"bucket1$638,:3,:6001",
802,"bucket0$639,:3,:6001",2014-05-20T05:46:07.259900,MQ,GBM,14.799451,-61.159276,800.0,1559.0,,1559,100.0,ZNE,train,"bucket1$639,:3,:6001",
803,"bucket0$640,:3,:6001",2014-05-20T05:45:28.609900,MQ,CPM,14.8168,-61.2074,242.0,5462.0,,5462,100.0,ZNE,train,"bucket1$640,:3,:6001",
804,"bucket0$641,:3,:6001",2014-05-20T05:45:51.400000,MQ,LAM,14.81292,-61.16314,1240.0,3253.0,3378.0,3253,100.0,ZNE,train,"bucket1$641,:3,:6001",
805,"bucket0$642,:3,:6001",2014-05-20T05:45:41.949900,MQ,MLM,14.7846,-61.1786,370.0,4203.0,,4203,100.0,ZNE,train,"bucket1$642,:3,:6001",
806,"bucket0$643,:3,:6001",2014-05-20T05:45:53.540000,MQ,IA2,14.80307,-61.20515,289.0,3060.0,3264.0,3060,100.0,ZNE,train,"bucket1$643,:3,:6001",
807,"bucket0$644,:3,:6001",2014-05-20T15:10:21.310000,MQ,LAM,14.81292,-61.16314,1240.0,3483.0,3541.0,3483,100.0,ZNE,train,"bucket1$644,:3,:6001",
