index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original,trace_chunk
207,"bucket0$255,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$164,:3,:6001",
208,"bucket0$256,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$165,:3,:6001",
209,"bucket0$257,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$166,:3,:6001",
210,"bucket0$258,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$167,:3,:6001",
211,"bucket0$259,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$168,:3,:6001",
212,"bucket0$260,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$169,:3,:6001",
213,"bucket2$33,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$19,:3,:6001",
214,"bucket0$261,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$170,:3,:6001",
215,"bucket0$262,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$171,:3,:6001",
216,"bucket0$263,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$172,:3,:6001",
217,"bucket0$264,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$173,:3,:6001",
218,"bucket0$265,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$174,:3,:6001",
219,"bucket0$266,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$175,:3,:6001",
220,"bucket2$34,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$20,:3,:6001",
221,"bucket0$267,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$176,:3,:6001",
222,"bucket0$268,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$177,:3,:6001",
223,"bucket0$269,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$178,:3,:6001",
224,"bucket1$41,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$24,:3,:6001",
225,"bucket0$270,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$179,:3,:6001",
226,"bucket0$271,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$180,:3,:6001",
227,"bucket0$272,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$181,:3,:6001",
228,"bucket0$273,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$182,:3,:6001",
229,"bucket0$274,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$183,:3,:6001",
230,"bucket0$275,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$184,:3,:6001",
231,"bucket0$276,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$185,:3,:6001",
232,"bucket0$277,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$186,:3,:6001",
233,"bucket0$278,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$187,:3,:6001",
234,"bucket0$279,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$188,:3,:6001",
235,"bucket0$280,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$189,:3,:6001",
236,"bucket0$281,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$190,:3,:6001",
237,"bucket0$282,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$191,:3,:6001",
238,"bucket0$283,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$192,:3,:6001",
239,"bucket1$42,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$25,:3,:6001",
240,"bucket0$284,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$193,:3,:6001",
241,"bucket0$285,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$194,:3,:6001",
242,"bucket1$43,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$26,:3,:6001",
243,"bucket0$286,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$195,:3,:6001",
244,"bucket0$287,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$196,:3,:6001",
245,"bucket0$288,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$197,:3,:6001",
246,"bucket0$289,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$198,:3,:6001",
247,"bucket0$290,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$199,:3,:6001",
248,"bucket0$291,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$200,:3,:6001",
249,"bucket0$292,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$201,:3,:6001",
250,"bucket0$293,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$202,:3,:6001",
251,"bucket0$294,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$203,:3,:6001",
252,"bucket0$295,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$204,:3,:6001",
253,"bucket0$296,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$205,:3,:6001",
254,"bucket0$297,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$206,:3,:6001",
255,"bucket1$44,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$27,:3,:6001",
256,"bucket0$298,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$207,:3,:6001",
257,"bucket0$299,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$208,:3,:6001",
258,"bucket0$300,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$209,:3,:6001",
259,"bucket1$45,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$28,:3,:6001",
260,"bucket0$301,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$210,:3,:6001",
261,"bucket2$35,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$21,:3,:6001",
262,"bucket0$302,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$211,:3,:6001",
263,"bucket0$303,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$212,:3,:6001",
264,"bucket0$304,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$213,:3,:6001",
265,"bucket2$36,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$22,:3,:6001",
266,"bucket0$305,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$214,:3,:6001",
267,"bucket1$46,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$29,:3,:6001",
268,"bucket1$47,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$30,:3,:6001",
269,"bucket0$306,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$215,:3,:6001",
270,"bucket0$307,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$216,:3,:6001",
271,"bucket0$308,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$217,:3,:6001",
272,"bucket0$309,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$218,:3,:6001",
273,"bucket1$48,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$31,:3,:6001",
274,"bucket0$310,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$219,:3,:6001",
275,"bucket0$311,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$220,:3,:6001",
276,"bucket0$312,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$221,:3,:6001",
277,"bucket0$313,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$222,:3,:6001",
278,"bucket2$37,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$23,:3,:6001",
279,"bucket0$314,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$223,:3,:6001",
280,"bucket0$315,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$224,:3,:6001",
281,"bucket0$316,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$225,:3,:6001",
282,"bucket0$317,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$226,:3,:6001",
283,"bucket0$318,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$227,:3,:6001",
284,"bucket0$319,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$228,:3,:6001",
285,"bucket0$320,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$229,:3,:6001",
286,"bucket0$321,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$230,:3,:6001",
287,"bucket0$322,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$231,:3,:6001",
288,"bucket0$323,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$232,:3,:6001",
289,"bucket0$324,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$233,:3,:6001",
290,"bucket0$325,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$234,:3,:6001",
291,"bucket1$49,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$32,:3,:6001",
292,"bucket0$326,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$235,:3,:6001",
293,"bucket2$38,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$24,:3,:6001",
294,"bucket0$327,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$236,:3,:6001",
295,"bucket0$328,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$237,:3,:6001",
296,"bucket0$329,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$238,:3,:6001",
297,"bucket1$50,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,noise,"bucket1$33,:3,:6001",
298,"bucket0$330,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,noise,"bucket0$239,:3,:6001",
299,"bucket2$39,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,noise,"bucket2$25,:3,:6001",
300,"bucket0$331,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$240,:3,:6001",
301,"bucket0$332,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$241,:3,:6001",
302,"bucket1$51,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$34,:3,:6001",
303,"bucket0$333,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$242,:3,:6001",
304,"bucket0$334,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$243,:3,:6001",
305,"bucket0$335,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$244,:3,:6001",
306,"bucket2$40,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$26,:3,:6001",
307,"bucket0$336,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$245,:3,:6001",
308,"bucket0$337,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$246,:3,:6001",
309,"bucket0$338,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$247,:3,:6001",
310,"bucket0$339,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$248,:3,:6001",
311,"bucket0$340,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$249,:3,:6001",
312,"bucket0$341,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$250,:3,:6001",
313,"bucket0$342,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$251,:3,:6001",
314,"bucket1$52,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$35,:3,:6001",
315,"bucket0$343,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$252,:3,:6001",
316,"bucket0$344,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$253,:3,:6001",
317,"bucket0$345,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$254,:3,:6001",
318,"bucket0$346,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$255,:3,:6001",
319,"bucket2$41,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$27,:3,:6001",
320,"bucket0$347,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$256,:3,:6001",
321,"bucket2$42,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$28,:3,:6001",
322,"bucket0$348,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$257,:3,:6001",
323,"bucket0$349,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$258,:3,:6001",
324,"bucket2$43,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$29,:3,:6001",
325,"bucket0$350,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$259,:3,:6001",
326,"bucket0$351,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$260,:3,:6001",
327,"bucket0$352,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$261,:3,:6001",
328,"bucket0$353,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$262,:3,:6001",
329,"bucket0$354,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$263,:3,:6001",
330,"bucket0$355,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$264,:3,:6001",
331,"bucket0$356,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$265,:3,:6001",
332,"bucket0$357,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$266,:3,:6001",
333,"bucket0$358,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$267,:3,:6001",
334,"bucket0$359,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$268,:3,:6001",
335,"bucket0$360,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$269,:3,:6001",
336,"bucket0$361,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$270,:3,:6001",
337,"bucket1$53,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$36,:3,:6001",
338,"bucket0$362,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$271,:3,:6001",
339,"bucket1$54,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$37,:3,:6001",
340,"bucket2$44,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$30,:3,:6001",
341,"bucket0$363,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$272,:3,:6001",
342,"bucket2$45,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$31,:3,:6001",
343,"bucket0$364,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$273,:3,:6001",
344,"bucket0$365,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$274,:3,:6001",
345,"bucket0$366,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$275,:3,:6001",
346,"bucket0$367,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$276,:3,:6001",
347,"bucket0$368,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$277,:3,:6001",
348,"bucket1$55,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$38,:3,:6001",
349,"bucket2$46,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$32,:3,:6001",
350,"bucket0$369,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$278,:3,:6001",
351,"bucket0$370,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$279,:3,:6001",
352,"bucket0$371,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$280,:3,:6001",
353,"bucket0$372,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$281,:3,:6001",
354,"bucket0$373,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$282,:3,:6001",
355,"bucket0$374,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$283,:3,:6001",
356,"bucket0$375,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$284,:3,:6001",
357,"bucket0$376,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$285,:3,:6001",
358,"bucket1$56,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$39,:3,:6001",
359,"bucket0$377,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$286,:3,:6001",
360,"bucket0$378,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$287,:3,:6001",
361,"bucket0$379,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$288,:3,:6001",
362,"bucket0$380,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$289,:3,:6001",
363,"bucket0$381,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$290,:3,:6001",
364,"bucket1$57,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$40,:3,:6001",
365,"bucket1$58,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,noise,"bucket1$41,:3,:6001",
366,"bucket0$382,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$291,:3,:6001",
367,"bucket2$47,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$33,:3,:6001",
368,"bucket0$383,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$292,:3,:6001",
369,"bucket0$384,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$293,:3,:6001",
370,"bucket0$385,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$294,:3,:6001",
371,"bucket0$386,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$295,:3,:6001",
372,"bucket0$387,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$296,:3,:6001",
373,"bucket0$388,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$297,:3,:6001",
374,"bucket0$389,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$298,:3,:6001",
375,"bucket0$390,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$299,:3,:6001",
376,"bucket0$391,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$300,:3,:6001",
377,"bucket0$392,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$301,:3,:6001",
378,"bucket0$393,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$302,:3,:6001",
379,"bucket0$394,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$303,:3,:6001",
380,"bucket0$395,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$304,:3,:6001",
381,"bucket0$396,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$305,:3,:6001",
382,"bucket0$397,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$306,:3,:6001",
383,"bucket0$398,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$307,:3,:6001",
384,"bucket0$399,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$308,:3,:6001",
385,"bucket2$48,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$34,:3,:6001",
386,"bucket2$49,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$35,:3,:6001",
387,"bucket2$50,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,noise,"bucket2$36,:3,:6001",
388,"bucket0$400,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,noise,"bucket0$309,:3,:6001",
