trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original
"bucket1$244,:3,:6001",2014-03-28T08:30:18.579900,MQ,GBM,14.799451,-61.159276,800.0,1387.0,,1387,100.0,ZNE,train,MQ_GBM_20140328_083032
"bucket2$28,:3,:6001",2014-03-28T08:30:01.680000,MQ,LAM,14.81292,-61.16314,1240.0,3081.0,3235.0,3081,100.0,ZNE,test,MQ_LAM_20140328_083032
"bucket1$245,:3,:6001",2014-03-28T08:29:56.889900,MQ,BAM,14.8171,-61.1445,670.0,3591.0,,3591,100.0,ZNE,train,MQ_BAM_20140328_083032
"bucket1$246,:3,:6001",2014-03-28T08:29:43.340000,MQ,IA2,14.80307,-61.20515,289.0,,5054.0,5054,100.0,ZNE,train,MQ_IA2_20140328_083033
"bucket1$247,:3,:6001",2014-03-28T08:48:03.740000,WI,SAM,14.84108,-61.1638,485.0,4270.0,4491.0,4270,100.0,ZNE,train,WI_SAM_20140328_084846
"bucket1$248,:3,:6001",2014-03-28T08:48:26.750000,MQ,IA2,14.80307,-61.20515,289.0,1996.0,2176.0,1996,100.0,ZNE,train,MQ_IA2_20140328_084846
"bucket1$249,:3,:6001",2014-03-28T08:48:35.079900,MQ,GBM,14.799451,-61.159276,800.0,1168.0,,1168,100.0,ZNE,train,MQ_GBM_20140328_084846
"bucket1$250,:3,:6001",2014-03-28T08:47:57.830000,MQ,LAM,14.81292,-61.16314,1240.0,4914.0,5066.0,4914,100.0,ZNE,train,MQ_LAM_20140328_084846
"bucket1$251,:3,:6001",2014-03-28T08:48:33.579900,MQ,BAM,14.8171,-61.1445,670.0,1376.0,,1376,100.0,ZNE,train,MQ_BAM_20140328_084847
"bucket1$252,:3,:6001",2014-03-28T09:14:27.589900,MQ,GBM,14.799451,-61.159276,800.0,4943.0,,4943,100.0,ZNE,train,MQ_GBM_20140328_091517
"bucket2$29,:3,:6001",2014-03-28T09:14:34.230000,MQ,LAM,14.81292,-61.16314,1240.0,4280.0,4445.0,4280,100.0,ZNE,test,MQ_LAM_20140328_091517
"bucket1$253,:3,:6001",2014-03-28T09:15:02.609900,MQ,BAM,14.8171,-61.1445,670.0,1483.0,,1483,100.0,ZNE,train,MQ_BAM_20140328_091517
"bucket1$254,:3,:6001",2014-03-28T09:15:07.780000,MQ,IA2,14.80307,-61.20515,289.0,984.0,1074.0,984,100.0,ZNE,train,MQ_IA2_20140328_091517
"bucket1$255,:3,:6001",2014-03-28T09:14:49.339900,MQ,CPM,14.8168,-61.2074,242.0,2854.0,,2854,100.0,ZNE,train,MQ_CPM_20140328_091517
"bucket1$256,:3,:6001",2014-03-28T09:25:35.350000,MQ,LAM,14.81292,-61.16314,1240.0,2854.0,2904.0,2854,100.0,ZNE,train,MQ_LAM_20140328_092603
"bucket1$257,:3,:6001",2014-03-28T09:25:54.279900,MQ,GBM,14.799451,-61.159276,800.0,990.0,,990,100.0,ZNE,train,MQ_GBM_20140328_092604
"bucket1$258,:3,:6001",2014-03-28T09:25:16.589900,MQ,BAM,14.8171,-61.1445,670.0,4771.0,,4771,100.0,ZNE,train,MQ_BAM_20140328_092604
"bucket1$259,:3,:6001",2014-03-28T09:25:59.110000,MQ,IA2,14.80307,-61.20515,289.0,538.0,715.0,538,100.0,ZNE,train,MQ_IA2_20140328_092604
"bucket1$260,:3,:6001",2014-03-30T09:24:26.820000,MQ,LAM,14.81292,-61.16314,1240.0,1757.0,1845.0,1757,100.0,ZNE,train,MQ_LAM_20140330_092444
"bucket1$261,:3,:6001",2014-03-30T09:24:07.059900,MQ,GBM,14.799451,-61.159276,800.0,3774.0,,3774,100.0,ZNE,train,MQ_GBM_20140330_092444
"bucket1$262,:3,:6001",2014-03-30T09:24:37.349900,MQ,BAM,14.8171,-61.1445,670.0,791.0,,791,100.0,ZNE,train,MQ_BAM_20140330_092445
"bucket1$263,:3,:6001",2014-03-30T09:24:07.510000,MQ,IA2,14.80307,-61.20515,289.0,3786.0,3865.0,3786,100.0,ZNE,train,MQ_IA2_20140330_092445
"bucket0$31,:3,:6001",2014-04-01T19:23:27.540000,MQ,LAM,14.81292,-61.16314,1240.0,5203.0,5299.0,5203,100.0,ZNE,dev,MQ_LAM_20140401_192419
"bucket1$264,:3,:6001",2014-04-01T19:23:39.519900,MQ,GBM,14.799451,-61.159276,800.0,3988.0,,3988,100.0,ZNE,train,MQ_GBM_20140401_192419
"bucket0$32,:3,:6001",2014-04-01T21:23:12.169900,MQ,GBM,14.799451,-61.159276,800.0,605.0,,605,100.0,ZNE,dev,MQ_GBM_20140401_212318
"bucket2$30,:3,:6001",2014-04-01T21:23:00.090000,MQ,LAM,14.81292,-61.16314,1240.0,1832.0,1896.0,1832,100.0,ZNE,test,MQ_LAM_20140401_212318
"bucket1$265,:3,:6001",2014-04-01T21:22:38.849900,MQ,BAM,14.8171,-61.1445,670.0,3971.0,,3971,100.0,ZNE,train,MQ_BAM_20140401_212318
"bucket1$266,:3,:6001",2014-04-01T23:07:37.039900,MQ,BAM,14.8171,-61.1445,670.0,1002.0,,1002,100.0,ZNE,train,MQ_BAM_20140401_230747
"bucket0$33,:3,:6001",2014-04-01T23:07:15.189900,MQ,GBM,14.799451,-61.159276,800.0,3195.0,,3195,100.0,ZNE,dev,MQ_GBM_20140401_230747
"bucket2$31,:3,:6001",2014-04-01T23:06:56.200000,MQ,IA2,14.80307,-61.20515,289.0,5153.0,5314.0,5153,100.0,ZNE,test,MQ_IA2_20140401_230747
"bucket1$267,:3,:6001",2014-04-01T23:07:23.389900,MQ,CPM,14.8168,-61.2074,242.0,2468.0,,2468,100.0,ZNE,train,MQ_CPM_20140401_230748
"bucket1$268,:3,:6001",2014-04-01T23:07:00.860000,MQ,LAM,14.81292,-61.16314,1240.0,4861.0,,4861,100.0,ZNE,train,MQ_LAM_20140401_230749
"bucket1$269,:3,:6001",2014-04-01T23:11:00.939900,MQ,BAM,14.8171,-61.1445,670.0,3224.0,,3224,100.0,ZNE,train,MQ_BAM_20140401_231133
"bucket1$270,:3,:6001",2014-04-01T23:11:05.679900,MQ,GBM,14.799451,-61.159276,800.0,2766.0,,2766,100.0,ZNE,train,MQ_GBM_20140401_231133
"bucket1$271,:3,:6001",2014-04-01T23:11:11.230000,MQ,IA2,14.80307,-61.20515,289.0,2213.0,2372.0,2213,100.0,ZNE,train,MQ_IA2_20140401_231133
"bucket1$272,:3,:6001",2014-04-01T23:10:47.649900,MQ,CPM,14.8168,-61.2074,242.0,4598.0,,4598,100.0,ZNE,train,MQ_CPM_20140401_231133
"bucket1$273,:3,:6001",2014-04-01T23:11:20.100000,MQ,LAM,14.81292,-61.16314,1240.0,,1563.0,1563,100.0,ZNE,train,MQ_LAM_20140401_231135
"bucket1$274,:3,:6001",2014-04-02T01:44:39.130000,MQ,LAM,14.81292,-61.16314,1240.0,3470.0,3545.0,3470,100.0,ZNE,train,MQ_LAM_20140402_014513
"bucket1$275,:3,:6001",2014-04-02T01:45:02.989900,MQ,GBM,14.799451,-61.159276,800.0,1115.0,,1115,100.0,ZNE,train,MQ_GBM_20140402_014514
"bucket1$276,:3,:6001",2014-04-02T01:45:04.449900,MQ,BAM,14.8171,-61.1445,670.0,1037.0,,1037,100.0,ZNE,train,MQ_BAM_20140402_014514
"bucket1$277,:3,:6001",2014-04-02T01:44:50.260000,MQ,IA2,14.80307,-61.20515,289.0,,2521.0,2521,100.0,ZNE,train,MQ_IA2_20140402_014515
"bucket2$32,:3,:6001",2014-04-02T03:28:46.289900,MQ,GBM,14.799451,-61.159276,800.0,3786.0,,3786,100.0,ZNE,test,MQ_GBM_20140402_032924
"bucket1$278,:3,:6001",2014-04-02T03:29:16.580000,MQ,LAM,14.81292,-61.16314,1240.0,758.0,812.0,758,100.0,ZNE,train,MQ_LAM_20140402_032924
"bucket1$279,:3,:6001",2014-04-02T03:29:07.629900,MQ,BAM,14.8171,-61.1445,670.0,1696.0,,1696,100.0,ZNE,train,MQ_BAM_20140402_032924
"bucket1$280,:3,:6001",2014-04-02T04:42:35.839900,MQ,BAM,14.8171,-61.1445,670.0,4796.0,,4796,100.0,ZNE,train,MQ_BAM_20140402_044323
"bucket1$281,:3,:6001",2014-04-02T04:42:54.740000,MQ,LAM,14.81292,-61.16314,1240.0,2930.0,2979.0,2930,100.0,ZNE,train,MQ_LAM_20140402_044324
"bucket1$282,:3,:6001",2014-04-02T04:43:16.219900,MQ,GBM,14.799451,-61.159276,800.0,782.0,,782,100.0,ZNE,train,MQ_GBM_20140402_044324
"bucket2$33,:3,:6001",2014-04-02T06:45:57.110000,MQ,LAM,14.81292,-61.16314,1240.0,1336.0,2010.0,1336,100.0,ZNE,test,MQ_LAM_20140402_064610
"bucket1$283,:3,:6001",2014-04-02T06:45:57.519900,MQ,GBM,14.799451,-61.159276,800.0,1297.0,,1297,100.0,ZNE,train,MQ_GBM_20140402_064610
"bucket1$284,:3,:6001",2014-04-02T06:45:43.769900,MQ,BAM,14.8171,-61.1445,670.0,2706.0,,2706,100.0,ZNE,train,MQ_BAM_20140402_064610
"bucket0$34,:3,:6001",2014-04-02T06:45:38.359900,MQ,MLM,14.7846,-61.1786,370.0,3262.0,,3262,100.0,ZNE,dev,MQ_MLM_20140402_064610
"bucket2$34,:3,:6001",2014-04-02T06:45:48.649900,MQ,CPM,14.8168,-61.2074,242.0,2237.0,,2237,100.0,ZNE,test,MQ_CPM_20140402_064611
"bucket1$285,:3,:6001",2014-04-02T06:45:34.060000,MQ,IA2,14.80307,-61.20515,289.0,3740.0,4285.0,3740,100.0,ZNE,train,MQ_IA2_20140402_064611
"bucket1$286,:3,:6001",2014-04-02T07:06:14.319900,MQ,GBM,14.799451,-61.159276,800.0,2817.0,,2817,100.0,ZNE,train,MQ_GBM_20140402_070642
"bucket1$287,:3,:6001",2014-04-02T07:05:49.790000,MQ,LAM,14.81292,-61.16314,1240.0,5289.0,5485.0,5289,100.0,ZNE,train,MQ_LAM_20140402_070642
"bucket1$288,:3,:6001",2014-04-02T07:06:08.199900,MQ,BAM,14.8171,-61.1445,670.0,3520.0,,3520,100.0,ZNE,train,MQ_BAM_20140402_070643
"bucket1$289,:3,:6001",2014-04-02T07:20:20.169900,MQ,GBM,14.799451,-61.159276,800.0,4317.0,,4317,100.0,ZNE,train,MQ_GBM_20140402_072103
"bucket2$35,:3,:6001",2014-04-02T07:20:56.280000,MQ,LAM,14.81292,-61.16314,1240.0,707.0,788.0,707,100.0,ZNE,test,MQ_LAM_20140402_072103
"bucket1$290,:3,:6001",2014-04-02T07:20:08.939900,MQ,BAM,14.8171,-61.1445,670.0,5478.0,,5478,100.0,ZNE,train,MQ_BAM_20140402_072103
"bucket2$36,:3,:6001",2014-04-02T07:20:39.590000,MQ,IA2,14.80307,-61.20515,289.0,2429.0,2536.0,2429,100.0,ZNE,test,MQ_IA2_20140402_072103
"bucket0$35,:3,:6001",2014-04-02T07:27:10.870000,MQ,LAM,14.81292,-61.16314,1240.0,2797.0,2880.0,2797,100.0,ZNE,dev,MQ_LAM_20140402_072738
"bucket1$291,:3,:6001",2014-04-02T07:27:07.199900,MQ,GBM,14.799451,-61.159276,800.0,3174.0,,3174,100.0,ZNE,train,MQ_GBM_20140402_072738
"bucket1$292,:3,:6001",2014-04-02T07:26:57.519900,MQ,BAM,14.8171,-61.1445,670.0,4143.0,,4143,100.0,ZNE,train,MQ_BAM_20140402_072738
"bucket1$293,:3,:6001",2014-04-02T08:25:32.780000,MQ,LAM,14.81292,-61.16314,1240.0,3173.0,3242.0,3173,100.0,ZNE,train,MQ_LAM_20140402_082604
"bucket1$294,:3,:6001",2014-04-02T08:25:52.759900,MQ,GBM,14.799451,-61.159276,800.0,1184.0,,1184,100.0,ZNE,train,MQ_GBM_20140402_082604
"bucket1$295,:3,:6001",2014-04-02T08:25:34.159900,MQ,BAM,14.8171,-61.1445,670.0,3063.0,,3063,100.0,ZNE,train,MQ_BAM_20140402_082604
"bucket1$296,:3,:6001",2014-04-02T08:53:52.010000,MQ,LAM,14.81292,-61.16314,1240.0,2135.0,2297.0,2135,100.0,ZNE,train,MQ_LAM_20140402_085413
"bucket1$297,:3,:6001",2014-04-02T08:53:50.089900,MQ,GBM,14.799451,-61.159276,800.0,2329.0,,2329,100.0,ZNE,train,MQ_GBM_20140402_085413
"bucket1$298,:3,:6001",2014-04-02T08:53:41.509900,MQ,BAM,14.8171,-61.1445,670.0,3225.0,,3225,100.0,ZNE,train,MQ_BAM_20140402_085413
"bucket1$299,:3,:6001",2014-04-02T08:53:33.720000,MQ,IA2,14.80307,-61.20515,289.0,4061.0,4142.0,4061,100.0,ZNE,train,MQ_IA2_20140402_085414
"bucket0$36,:3,:6001",2014-04-02T08:53:30.240000,WI,SAM,14.84108,-61.1638,485.0,4459.0,4550.0,4459,100.0,ZNE,dev,WI_SAM_20140402_085414
"bucket0$37,:3,:6001",2014-04-02T10:35:28.640000,MQ,LAM,14.81292,-61.16314,1240.0,1164.0,1247.0,1164,100.0,ZNE,dev,MQ_LAM_20140402_103540
"bucket1$300,:3,:6001",2014-04-02T10:34:47.670000,MQ,IA2,14.80307,-61.20515,289.0,5281.0,5401.0,5281,100.0,ZNE,train,MQ_IA2_20140402_103540
"bucket1$301,:3,:6001",2014-04-02T10:34:53.990000,WI,SAM,14.84108,-61.1638,485.0,4651.0,4751.0,4651,100.0,ZNE,train,WI_SAM_20140402_103540
"bucket1$302,:3,:6001",2014-04-02T10:35:07.729900,MQ,GBM,14.799451,-61.159276,800.0,3282.0,,3282,100.0,ZNE,train,MQ_GBM_20140402_103540
"bucket0$38,:3,:6001",2014-04-02T10:34:53.639900,MQ,BAM,14.8171,-61.1445,670.0,4695.0,,4695,100.0,ZNE,dev,MQ_BAM_20140402_103540
"bucket1$303,:3,:6001",2014-04-02T10:34:48.599900,MQ,CPM,14.8168,-61.2074,242.0,5206.0,,5206,100.0,ZNE,train,MQ_CPM_20140402_103540
"bucket1$304,:3,:6001",2014-04-02T11:21:26.049900,MQ,GBM,14.799451,-61.159276,800.0,1301.0,,1301,100.0,ZNE,train,MQ_GBM_20140402_112139
"bucket1$305,:3,:6001",2014-04-02T11:21:23.340000,MQ,LAM,14.81292,-61.16314,1240.0,1614.0,,1614,100.0,ZNE,train,MQ_LAM_20140402_112139
"bucket1$306,:3,:6001",2014-04-02T11:21:16.989900,MQ,BAM,14.8171,-61.1445,670.0,2333.0,,2333,100.0,ZNE,train,MQ_BAM_20140402_112140
"bucket1$307,:3,:6001",2014-04-02T12:17:51.130000,MQ,LAM,14.81292,-61.16314,1240.0,4748.0,5145.0,4748,100.0,ZNE,train,MQ_LAM_20140402_121838
"bucket1$308,:3,:6001",2014-04-02T12:18:25.109900,MQ,GBM,14.799451,-61.159276,800.0,1404.0,,1404,100.0,ZNE,train,MQ_GBM_20140402_121839
"bucket1$309,:3,:6001",2014-04-02T12:18:32.089900,MQ,BAM,14.8171,-61.1445,670.0,764.0,,764,100.0,ZNE,train,MQ_BAM_20140402_121839
"bucket1$310,:3,:6001",2014-04-02T12:17:49.280000,MQ,IA2,14.80307,-61.20515,289.0,,5259.0,5259,100.0,ZNE,train,MQ_IA2_20140402_121841
"bucket2$37,:3,:6001",2014-04-02T12:18:15.350000,WI,SAM,14.84108,-61.1638,485.0,,2676.0,2676,100.0,ZNE,test,WI_SAM_20140402_121842
"bucket1$311,:3,:6001",2014-04-02T12:18:32.389900,MQ,MLM,14.7846,-61.1786,370.0,978.0,,978,100.0,ZNE,train,MQ_MLM_20140402_121842
"bucket1$312,:3,:6001",2014-04-02T12:18:16.569900,MQ,CPM,14.8168,-61.2074,242.0,2643.0,,2643,100.0,ZNE,train,MQ_CPM_20140402_121843
"bucket1$313,:3,:6001",2014-04-02T12:46:45.230000,MQ,LAM,14.81292,-61.16314,1240.0,1695.0,1761.0,1695,100.0,ZNE,train,MQ_LAM_20140402_124702
"bucket1$314,:3,:6001",2014-04-02T12:46:31.649900,MQ,GBM,14.799451,-61.159276,800.0,3065.0,,3065,100.0,ZNE,train,MQ_GBM_20140402_124702
"bucket0$39,:3,:6001",2014-04-02T12:46:19.599900,MQ,BAM,14.8171,-61.1445,670.0,4273.0,,4273,100.0,ZNE,dev,MQ_BAM_20140402_124702
"bucket0$40,:3,:6001",2014-04-02T13:22:11.900000,MQ,LAM,14.81292,-61.16314,1240.0,2480.0,2948.0,2480,100.0,ZNE,dev,MQ_LAM_20140402_132236
"bucket0$41,:3,:6001",2014-04-02T13:22:13.479900,MQ,GBM,14.799451,-61.159276,800.0,2372.0,,2372,100.0,ZNE,dev,MQ_GBM_20140402_132237
"bucket1$315,:3,:6001",2014-04-02T13:22:25.639900,MQ,BAM,14.8171,-61.1445,670.0,1273.0,,1273,100.0,ZNE,train,MQ_BAM_20140402_132238
"bucket1$316,:3,:6001",2014-04-02T13:22:21.340000,WI,SAM,14.84108,-61.1638,485.0,1748.0,2170.0,1748,100.0,ZNE,train,WI_SAM_20140402_132238
"bucket1$317,:3,:6001",2014-04-02T13:22:36.520000,MQ,IA2,14.80307,-61.20515,289.0,,597.0,597,100.0,ZNE,train,MQ_IA2_20140402_132242
"bucket1$318,:3,:6001",2014-04-02T13:42:47.900000,MQ,LAM,14.81292,-61.16314,1240.0,1451.0,1786.0,1451,100.0,ZNE,train,MQ_LAM_20140402_134302
"bucket1$319,:3,:6001",2014-04-02T13:42:35.969900,MQ,GBM,14.799451,-61.159276,800.0,2645.0,,2645,100.0,ZNE,train,MQ_GBM_20140402_134302
"bucket1$320,:3,:6001",2014-04-02T13:42:32.799900,MQ,BAM,14.8171,-61.1445,670.0,2995.0,,2995,100.0,ZNE,train,MQ_BAM_20140402_134302
"bucket1$321,:3,:6001",2014-04-02T13:42:25.010000,WI,SAM,14.84108,-61.1638,485.0,3886.0,4158.0,3886,100.0,ZNE,train,WI_SAM_20140402_134303
"bucket1$322,:3,:6001",2014-04-02T13:42:58.759900,MQ,CPM,14.8168,-61.2074,242.0,988.0,,988,100.0,ZNE,train,MQ_CPM_20140402_134308
"bucket1$323,:3,:6001",2014-04-02T15:28:38.210000,MQ,LAM,14.81292,-61.16314,1240.0,3813.0,4039.0,3813,100.0,ZNE,train,MQ_LAM_20140402_152916
"bucket1$324,:3,:6001",2014-04-02T15:29:06.249900,MQ,GBM,14.799451,-61.159276,800.0,1052.0,,1052,100.0,ZNE,train,MQ_GBM_20140402_152916
"bucket1$325,:3,:6001",2014-04-02T15:28:39.809900,MQ,BAM,14.8171,-61.1445,670.0,3759.0,,3759,100.0,ZNE,train,MQ_BAM_20140402_152917
"bucket1$326,:3,:6001",2014-04-02T15:36:51.949900,MQ,BAM,14.8171,-61.1445,670.0,3023.0,,3023,100.0,ZNE,train,MQ_BAM_20140402_153722
"bucket1$327,:3,:6001",2014-04-02T15:37:16.100000,MQ,LAM,14.81292,-61.16314,1240.0,618.0,667.0,618,100.0,ZNE,train,MQ_LAM_20140402_153722
"bucket1$328,:3,:6001",2014-04-02T15:37:06.819900,MQ,GBM,14.799451,-61.159276,800.0,1605.0,,1605,100.0,ZNE,train,MQ_GBM_20140402_153722
"bucket1$329,:3,:6001",2014-04-02T15:41:50.340000,MQ,LAM,14.81292,-61.16314,1240.0,4459.0,,4459,100.0,ZNE,train,MQ_LAM_20140402_154234
"bucket1$330,:3,:6001",2014-04-02T15:42:29.529900,MQ,GBM,14.799451,-61.159276,800.0,582.0,,582,100.0,ZNE,train,MQ_GBM_20140402_154235
"bucket1$331,:3,:6001",2014-04-02T15:42:07.039900,MQ,BAM,14.8171,-61.1445,670.0,2862.0,,2862,100.0,ZNE,train,MQ_BAM_20140402_154235
"bucket1$332,:3,:6001",2014-04-02T16:57:44,MQ,LAM,14.81292,-61.16314,1240.0,2459.0,3026.0,2459,100.0,ZNE,train,MQ_LAM_20140402_165808
"bucket1$333,:3,:6001",2014-04-02T16:58:03.039900,MQ,GBM,14.799451,-61.159276,800.0,570.0,,570,100.0,ZNE,train,MQ_GBM_20140402_165808
"bucket0$42,:3,:6001",2014-04-02T16:57:52.400000,WI,SAM,14.84108,-61.1638,485.0,1662.0,2344.0,1662,100.0,ZNE,dev,WI_SAM_20140402_165809
"bucket1$334,:3,:6001",2014-04-02T16:57:46.219900,MQ,BAM,14.8171,-61.1445,670.0,2290.0,,2290,100.0,ZNE,train,MQ_BAM_20140402_165809
"bucket1$335,:3,:6001",2014-04-02T16:57:59.630000,MQ,IA2,14.80307,-61.20515,289.0,,1588.0,1588,100.0,ZNE,train,MQ_IA2_20140402_165815
"bucket1$336,:3,:6001",2014-04-02T18:32:22.929900,MQ,GBM,14.799451,-61.159276,800.0,4713.0,,4713,100.0,ZNE,train,MQ_GBM_20140402_183310
"bucket1$337,:3,:6001",2014-04-02T18:32:44,MQ,LAM,14.81292,-61.16314,1240.0,2610.0,2842.0,2610,100.0,ZNE,train,MQ_LAM_20140402_183310
"bucket1$338,:3,:6001",2014-04-02T18:32:40.779900,MQ,BAM,14.8171,-61.1445,670.0,2945.0,,2945,100.0,ZNE,train,MQ_BAM_20140402_183310
"bucket2$38,:3,:6001",2014-04-02T18:32:31.710000,MQ,IA2,14.80307,-61.20515,289.0,,4162.0,4162,100.0,ZNE,test,MQ_IA2_20140402_183313
"bucket2$39,:3,:6001",2014-04-03T04:22:56.780000,MQ,IA2,14.80307,-61.20515,289.0,1827.0,2001.0,1827,100.0,ZNE,test,MQ_IA2_20140403_042315
"bucket1$339,:3,:6001",2014-04-03T04:23:07.669900,MQ,GBM,14.799451,-61.159276,800.0,743.0,,743,100.0,ZNE,train,MQ_GBM_20140403_042315
"bucket2$40,:3,:6001",2014-04-03T04:22:46.270000,MQ,LAM,14.81292,-61.16314,1240.0,2901.0,3040.0,2901,100.0,ZNE,test,MQ_LAM_20140403_042315
"bucket2$41,:3,:6001",2014-04-03T04:22:26.099900,MQ,MLM,14.7846,-61.1786,370.0,4925.0,,4925,100.0,ZNE,test,MQ_MLM_20140403_042315
"bucket1$340,:3,:6001",2014-04-03T04:23:09.799900,MQ,BAM,14.8171,-61.1445,670.0,586.0,,586,100.0,ZNE,train,MQ_BAM_20140403_042315
"bucket1$341,:3,:6001",2014-04-04T00:37:53.910000,MQ,IA2,14.80307,-61.20515,289.0,4584.0,4852.0,4584,100.0,ZNE,train,MQ_IA2_20140404_003839
"bucket1$342,:3,:6001",2014-04-04T00:38:16.130000,MQ,LAM,14.81292,-61.16314,1240.0,2466.0,2595.0,2466,100.0,ZNE,train,MQ_LAM_20140404_003840
"bucket1$343,:3,:6001",2014-04-04T00:38:10.209900,MQ,GBM,14.799451,-61.159276,800.0,3065.0,,3065,100.0,ZNE,train,MQ_GBM_20140404_003840
"bucket1$344,:3,:6001",2014-04-04T00:38:16.999900,MQ,MLM,14.7846,-61.1786,370.0,2388.0,,2388,100.0,ZNE,train,MQ_MLM_20140404_003840
"bucket1$345,:3,:6001",2014-04-04T00:37:50.469900,MQ,BAM,14.8171,-61.1445,670.0,5098.0,,5098,100.0,ZNE,train,MQ_BAM_20140404_003841
"bucket1$346,:3,:6001",2014-04-04T13:47:41.030000,MQ,LAM,14.81292,-61.16314,1240.0,2056.0,2539.0,2056,100.0,ZNE,train,MQ_LAM_20140404_134801
"bucket1$347,:3,:6001",2014-04-04T13:47:28.929900,MQ,BAM,14.8171,-61.1445,670.0,3274.0,,3274,100.0,ZNE,train,MQ_BAM_20140404_134801
"bucket1$348,:3,:6001",2014-04-04T13:47:15.529900,MQ,GBM,14.799451,-61.159276,800.0,4625.0,,4625,100.0,ZNE,train,MQ_GBM_20140404_134801
"bucket1$349,:3,:6001",2014-04-05T03:59:08.250000,MQ,LAM,14.81292,-61.16314,1240.0,860.0,1379.0,860,100.0,ZNE,train,MQ_LAM_20140405_035916
"bucket1$350,:3,:6001",2014-04-05T03:58:53.999900,MQ,BAM,14.8171,-61.1445,670.0,2307.0,,2307,100.0,ZNE,train,MQ_BAM_20140405_035917
"bucket1$351,:3,:6001",2014-04-05T03:58:59.119900,MQ,GBM,14.799451,-61.159276,800.0,1801.0,,1801,100.0,ZNE,train,MQ_GBM_20140405_035917
"bucket1$352,:3,:6001",2014-04-05T03:58:41.940000,MQ,IA2,14.80307,-61.20515,289.0,3526.0,4049.0,3526,100.0,ZNE,train,MQ_IA2_20140405_035917
"bucket0$43,:3,:6001",2014-04-05T03:58:54.889900,MQ,MLM,14.7846,-61.1786,370.0,2284.0,,2284,100.0,ZNE,dev,MQ_MLM_20140405_035917
"bucket0$44,:3,:6001",2014-04-05T03:58:55.559900,MQ,CPM,14.8168,-61.2074,242.0,2268.0,,2268,100.0,ZNE,dev,MQ_CPM_20140405_035918
"bucket1$353,:3,:6001",2014-04-05T05:40:57.280000,MQ,LAM,14.81292,-61.16314,1240.0,2501.0,2631.0,2501,100.0,ZNE,train,MQ_LAM_20140405_054122
"bucket1$354,:3,:6001",2014-04-05T05:40:49.509900,MQ,GBM,14.799451,-61.159276,800.0,3298.0,,3298,100.0,ZNE,train,MQ_GBM_20140405_054122
"bucket0$45,:3,:6001",2014-04-05T05:40:53.230000,MQ,IA2,14.80307,-61.20515,289.0,2957.0,3062.0,2957,100.0,ZNE,dev,MQ_IA2_20140405_054122
"bucket1$355,:3,:6001",2014-04-05T05:41:13.489900,MQ,BAM,14.8171,-61.1445,670.0,954.0,,954,100.0,ZNE,train,MQ_BAM_20140405_054123
"bucket1$356,:3,:6001",2014-04-06T09:14:15.580000,MQ,LAM,14.81292,-61.16314,1240.0,776.0,,776,100.0,ZNE,train,MQ_LAM_20140406_091423
"bucket0$46,:3,:6001",2014-04-06T09:14:00.099900,MQ,GBM,14.799451,-61.159276,800.0,2350.0,,2350,100.0,ZNE,dev,MQ_GBM_20140406_091423
"bucket1$357,:3,:6001",2014-04-09T03:29:35.550000,MQ,LAM,14.81292,-61.16314,1240.0,2796.0,,2796,100.0,ZNE,train,MQ_LAM_20140409_033003
"bucket1$358,:3,:6001",2014-04-09T03:29:38.790000,MQ,IA2,14.80307,-61.20515,289.0,2491.0,2630.0,2491,100.0,ZNE,train,MQ_IA2_20140409_033003
"bucket1$359,:3,:6001",2014-04-09T03:29:53.759900,MQ,GBM,14.799451,-61.159276,800.0,1022.0,,1022,100.0,ZNE,train,MQ_GBM_20140409_033003
"bucket1$360,:3,:6001",2014-04-09T03:46:49.830000,MQ,IA2,14.80307,-61.20515,289.0,5234.0,5458.0,5234,100.0,ZNE,train,MQ_IA2_20140409_034742
"bucket1$361,:3,:6001",2014-04-09T03:47:11.509900,MQ,BAM,14.8171,-61.1445,670.0,3099.0,,3099,100.0,ZNE,train,MQ_BAM_20140409_034742
"bucket1$362,:3,:6001",2014-04-09T03:47:19.959900,MQ,GBM,14.799451,-61.159276,800.0,2273.0,,2273,100.0,ZNE,train,MQ_GBM_20140409_034742
"bucket1$363,:3,:6001",2014-04-13T14:04:32.199900,MQ,GBM,14.799451,-61.159276,800.0,4211.0,,4211,100.0,ZNE,train,MQ_GBM_20140413_140514
"bucket1$364,:3,:6001",2014-04-13T14:05:03.330000,MQ,LAM,14.81292,-61.16314,1240.0,1105.0,,1105,100.0,ZNE,train,MQ_LAM_20140413_140514
"bucket1$365,:3,:6001",2014-04-13T14:04:57.730000,MQ,IA2,14.80307,-61.20515,289.0,1670.0,2040.0,1670,100.0,ZNE,train,MQ_IA2_20140413_140514
"bucket1$366,:3,:6001",2014-04-13T14:04:50.769900,MQ,BAM,14.8171,-61.1445,670.0,2369.0,,2369,100.0,ZNE,train,MQ_BAM_20140413_140514
